StartTicks,EndTicks,MajorVersion,MinorVersion,confidence,duration,post_event_active,post_event_back_in_game_time,post_event_load
155882540005,155882541613,2,3,0.35600000619888306,16.09000015258789,1,8.199999809265137,1.059999942779541
155882799112,155882800471,2,3,0.328000009059906,13.600000381469727,1,2.5299999713897705,2.509999990463257
155882802243,155882802999,2,3,0.7200000286102295,7.570000171661377,1,3.0199999809265137,1.100000023841858
155882828488,155882828969,2,3,0.4399999976158142,4.820000171661377,0,NaN,0.1899999976158142
