Reference time: 04/16/19 06:14:52 UTC,,,,,,,,,,,,,,,,,,,,,,,,,
CentisecTime: 155539529240,,,,,,,,,,,,,,,,,,,,,,,,,
DeviceID: 71, DeviceFamily: S6, OFVersion: 2.1.0.999, FirmwareVersion: 1.01,,,,,,,,,,,,,,,,,,,,,,
Acceleration.forward,Acceleration.side,Acceleration.up,Rotation.roll,Rotation.pitch,Rotation.yaw,RawPlayerLoad,SmoothedPlayerLoad,imuAcceleration.forward,imuAcceleration.side,imuAcceleration.up,imuOrientation.forward,imuOrientation.side,imuOrientation.up,Facing,Latitude,Longitude,Odometer,RawVelocity,SmoothedVelocity,GNSS.LPS.Acceleration,MetabolicPower,GNSS.Fix,GNSS.Strength,GNSS.HDOP,HeartRate
1.50282,0.0121,-1.03576,-11.59,-72.163,-45.628,0.177734,1.76407,-0.517322,0.60794,-2.6414,0.9322,0.274952,0.235383,60.4122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.69061,0.090508,-1.10642,-27.267,-22.082,-57.035,0.19043,1.76633,-0.525035,0.742903,-2.80637,0.934031,0.275025,0.22792,50.2384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.80387,0.149556,-1.14902,-20.13,15.86,-60.146,0.159668,1.76841,-0.548767,0.843588,-2.89308,0.937329,0.276514,0.212023,42.4806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.84549,0.16214,-1.15821,2.806,47.519,-55.571,0.0976563,1.77032,-0.583855,0.882518,-2.91151,0.941364,0.279144,0.189506,36.3924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.79951,0.167464,-1.10691,29.524,75.762,-44.774,0.0292969,1.77204,-0.587869,0.886988,-2.83281,0.944628,0.284698,0.163174,29.3593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.6819,0.223124,-1.02318,55.998,106.994,-26.779,0.0830078,1.77358,-0.570711,0.920553,-2.65902,0.947397,0.293323,0.128068,23.6233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.58268,0.279752,-0.964612,72.773,137.372,-11.407,0.105957,1.77495,-0.560566,0.976477,-2.49862,0.947264,0.307936,0.0886921,18.6849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.47281,0.356224,-0.929764,79.178,166.225,2.684,0.121582,1.77613,-0.561123,1.05672,-2.31492,0.944641,0.325338,0.0425218,18.7355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.3281,0.420596,-0.895884,76.25,195.749,11.102,0.141113,1.77709,-0.559178,1.10901,-2.0958,0.939418,0.342666,-0.00861144,18.1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.18386,0.412852,-0.900724,61.671,222.162,14.64,0.13623,1.77779,-0.60835,1.09825,-1.89835,0.932092,0.356462,-0.0643386,13.9064,-37.8508837,144.9884892,364.058,0.7165,0.296491,-0.804709,0,12,0,0.78,0
0.981552,0.427856,-0.910888,36.051,247.172,16.897,0.17041,1.77821,-0.637874,1.08131,-1.63254,0.920324,0.37136,-0.122867,9.79367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.765204,0.508684,-0.916212,17.202,274.134,18.971,0.200684,1.77833,-0.612039,1.09646,-1.32701,0.904052,0.385826,-0.183923,5.78973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.582736,0.542564,-0.928796,16.653,301.279,22.814,0.192383,1.77813,-0.583762,1.07315,-1.06475,0.881555,0.400978,-0.249152,1.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.483032,0.489324,-1.00817,26.779,324.337,17.263,0.148438,1.77761,-0.643952,1.03098,-0.892368,0.854845,0.410856,-0.316918,-1.99123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.427856,0.397364,-1.21,32.452,347.395,-3.111,0.167969,1.77669,-0.820427,1.02545,-0.716416,0.822805,0.413999,-0.389353,-5.75232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.285076,0.393976,-1.50572,25.315,383.446,-32.391,0.249023,1.77535,-0.98472,1.05949,-0.358516,0.783248,0.410508,-0.466911,-8.96014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.25894,0.512072,-1.87889,0.915,435.784,-66.124,0.458496,1.77357,-0.998808,0.91552,0.422566,0.735227,0.400918,-0.54654,-12.1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.39731,0.854744,-2.45388,-39.894,506.605,-85.217,0.907715,1.77135,-0.764957,0.492855,1.80651,0.680691,0.389553,-0.620409,-13.5471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.53277,1.10546,-3.08066,-88.45,523.014,-64.233,1.12598,1.76871,-0.528416,-0.128269,3.10265,0.622248,0.383007,-0.682725,-15.7786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-4.41021,1.18532,-3.14745,-154.879,457.805,-1.037,1.48145,1.76567,-0.0182278,-1.65249,4.29437,0.590213,0.381356,-0.711488,-18.4582,-37.8508833,144.9884898,364.127,0.6635,0.193093,-0.709099,0,12,0,0.78,0
-6.02677,0.998492,-2.91707,-237.839,389.424,43.798,1.53613,1.76227,0.218721,-3.11675,5.00552,0.589155,0.388202,-0.708658,-21.6282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-6.95847,0.673244,-3.22925,-272.121,331.291,20.74,1.24219,1.75853,0.0321531,-3.73844,5.73235,0.607638,0.383472,-0.695503,-23.7071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-7.18304,0.34364,-3.22344,-194.895,282.247,-94.184,0.742676,1.75447,0.308555,-3.75164,5.92349,0.640274,0.350006,-0.683773,-24.0324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-6.15551,-0.170368,-2.29222,-44.164,254.004,-264.862,0.641113,1.75008,0.963871,-3.1918,4.66189,0.674166,0.286113,-0.680911,-22.2391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-4.59026,-0.374616,-1.42586,38.003,213.317,-352.336,1.18555,1.74531,1.29392,-2.15729,3.11288,0.70237,0.21279,-0.679262,-18.6651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-3.14213,-0.162624,-0.850872,78.385,146.156,-336.171,1.35498,1.74014,1.24403,-1.07564,1.81403,0.719782,0.149828,-0.677839,-13.0916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.10685,0.131648,-0.35816,87.352,70.089,-231.251,1.25244,1.73454,1.10911,-0.34822,0.79807,0.732356,0.109278,-0.672096,-7.01495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.60107,0.315568,0.036784,59.353,32.147,-108.458,0.935059,1.72849,1.10933,-0.0225522,0.197187,0.744618,0.0928906,-0.660995,-1.07926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.27389,0.381392,0.284108,27.511,15.006,12.017,0.65918,1.72202,1.08623,0.0776886,-0.185731,0.754801,0.0971288,-0.648723,3.22297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.15386,0.302016,0.410916,-7.137,-8.174,106.994,0.395508,1.71522,1.07423,-0.035198,-0.339517,0.766842,0.116059,-0.631256,8.19436,-37.8508837,144.9884898,364.171,0.5395,0.159882,-0.647375,0,12,0,0.78,0
-1.18483,0.269588,0.46948,-40.626,-20.313,169.214,0.194336,1.70817,1.10262,-0.159003,-0.324817,0.778536,0.145871,-0.610413,13.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.12772,0.195536,0.540144,-61.732,-17.995,189.161,0.146484,1.70091,1.06902,-0.303248,-0.39421,0.788187,0.178963,-0.58884,15.6407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.0285,0.094864,0.58806,-82.167,-14.091,187.331,0.14209,1.69346,0.98251,-0.439276,-0.495681,0.795539,0.211301,-0.567864,16.6055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.907016,0.002904,0.589028,-102.053,-2.135,167.262,0.14209,1.68582,0.852627,-0.52755,-0.594588,0.801468,0.241607,-0.54706,17.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.773916,-0.05808,0.566764,-114.985,16.836,136.945,0.140625,1.67808,0.720928,-0.556688,-0.693566,0.804337,0.268288,-0.530155,16.9369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.6655,-0.116644,0.569184,-123.586,35.99,102.419,0.131348,1.67028,0.63091,-0.581848,-0.790542,0.806462,0.289391,-0.515628,16.5158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.59532,-0.178112,0.596288,-127.795,54.107,67.039,0.111328,1.66246,0.582586,-0.621655,-0.874189,0.807899,0.304216,-0.504729,16.3149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.538208,-0.230384,0.649528,-129.076,70.455,33.489,0.0986328,1.65465,0.57063,-0.661293,-0.958717,0.809541,0.314599,-0.495652,16.0164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.514976,-0.260876,0.687764,-127.49,81.252,12.749,0.0732422,1.64687,0.572226,-0.691977,-1.00115,0.811713,0.321863,-0.487366,15.7043,-37.8508838,144.9884898,364.182,0.4305,0.189613,-0.583917,0,12,0,0.78,0
-0.495616,-0.279752,0.731324,-121.939,86.01,3.599,0.0595703,1.63919,0.589171,-0.714322,-1.03678,0.815403,0.326653,-0.477929,23.4643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.48642,-0.308792,0.7623,-109.617,80.032,6.161,0.0498047,1.63164,0.593944,-0.745972,-1.06176,0.818617,0.331262,-0.469182,33.7774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.483516,-0.37026,0.848452,-86.193,59.048,18.544,0.0776367,1.62424,0.632145,-0.823509,-1.11392,0.823745,0.334655,-0.457657,30.8943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.516912,-0.492228,0.952028,-64.965,25.864,34.709,0.120605,1.61698,0.669415,-0.97156,-1.15427,0.832533,0.336382,-0.440154,29.2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.533852,-0.599192,1.01882,-46.665,-13.725,53.619,0.123047,1.60982,0.684535,-1.08712,-1.17777,0.843426,0.337768,-0.417787,28.4931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.569184,-0.712932,1.03431,-31.232,-56.242,68.503,0.116699,1.60273,0.667124,-1.19727,-1.15342,0.857857,0.336072,-0.388764,28.9128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.580316,-0.746328,0.975744,-21.106,-91.988,74.054,0.0698242,1.59568,0.615314,-1.20764,-1.09404,0.871327,0.336186,-0.357448,30.0377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.603064,-0.7623,0.872652,-12.627,-117.303,67.527,0.0742188,1.58863,0.538804,-1.18996,-1.0007,0.886188,0.331899,-0.323288,31.9005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.616132,-0.731808,0.725032,-7.503,-126.88,52.277,0.107422,1.58156,0.436715,-1.11306,-0.894145,0.899897,0.325869,-0.289818,45.1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.65098,-0.67034,0.553696,-0.671,-125.538,31.354,0.145508,1.57445,0.324792,-1.00838,-0.760438,0.912965,0.316281,-0.257801,58.6469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.712448,-0.577896,0.380908,13.176,-123.22,13.908,0.175781,1.56736,0.218083,-0.885328,-0.605954,0.923945,0.305256,-0.230531,58.7791,-37.8508842,144.9884898,364.227,0.3605,0.20008,-0.488935,0,12,0,0.86,0
-0.838288,-0.514976,0.257972,45.689,-122.976,-4.331,0.175781,1.5603,0.149261,-0.821563,-0.419284,0.934474,0.29011,-0.206387,59.7339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.05512,-0.572088,0.208604,85.278,-120.353,-20.862,0.180664,1.55329,0.120655,-0.905656,-0.194203,0.945571,0.268259,-0.184208,61.3567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.41425,-0.56386,0.003872,103.944,-104.493,-20.191,0.303223,1.5463,-0.0199183,-0.922143,0.211324,0.954791,0.245341,-0.167874,62.3779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.94132,-0.354772,-0.33154,114.497,-86.376,-2.684,0.486328,1.53931,-0.219436,-0.759308,0.838429,0.961129,0.225805,-0.15888,63.6567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.64409,-0.161172,-0.521752,127.307,-92.659,20.496,0.621094,1.53234,-0.285224,-0.678282,1.59769,0.965739,0.211709,-0.150094,65.0271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-3.6058,-0.066308,-0.645172,98.027,-135.054,53.192,0.800781,1.52542,-0.332586,-0.749677,2.57069,0.970218,0.202558,-0.132844,65.4874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-4.64398,0.255068,-0.756492,17.446,-203.13,72.224,0.950684,1.5186,-0.406898,-0.617034,3.65377,0.97416,0.200508,-0.103965,66.3826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-5.54616,0.5082,-0.945252,-49.898,-260.043,50.081,0.953125,1.51191,-0.682479,-0.481849,4.58692,0.977707,0.199022,-0.0669217,79.1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-5.96966,0.591448,-1.43022,-59.109,-282.979,-9.638,0.748535,1.50537,-1.2797,-0.304991,5.02507,0.981494,0.187603,-0.0384098,90.3888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-5.64586,0.662596,-1.94132,-53.009,-287.31,-75.518,0.461914,1.49897,-1.83781,0.0156606,4.71889,0.98563,0.167445,-0.0222593,99.671,-37.8508838,144.9884905,364.303,0.3945,0.203559,-0.377867,0,12,0,0.86,0
-4.82112,0.70422,-2.3745,-16.531,-306.22,-125.477,0.574219,1.4927,-2.27838,0.33617,3.90647,0.989581,0.143237,-0.0146161,98.3528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-3.81828,0.68002,-2.50034,62.647,-335.988,-163.724,0.755859,1.48657,-2.42859,0.512757,2.89004,0.992809,0.119495,-0.00718417,97.4344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.72976,0.68728,-2.47518,157.075,-363.133,-171.227,0.915039,1.48053,-2.4317,0.658074,1.77565,0.995228,0.0975176,0.00327621,93.5079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.88905,0.778272,-2.33627,221.003,-358.985,-142.618,0.874512,1.47457,-2.30367,0.813836,0.91393,0.996233,0.0854511,0.0147715,90.5193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.12482,0.797632,-2.20994,268.278,-346.602,-85.095,0.819336,1.46865,-2.17204,0.887676,0.131171,0.995987,0.0856384,0.0259914,88.2113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.49368,0.644204,-1.91519,285.602,-343.918,-34.648,0.745117,1.46275,-1.87283,0.773141,-0.529442,0.994779,0.093002,0.0420098,85.9363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.067276,0.518848,-1.63834,272.914,-333.426,15.25,0.617676,1.45687,-1.5784,0.682688,-0.977956,0.9923,0.107588,0.0613645,84.1328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.167464,0.403656,-1.3552,251.625,-299.937,41.175,0.480469,1.45105,-1.27753,0.587678,-1.22385,0.988769,0.125921,0.0805028,82.7078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.336864,0.223608,-1.11852,221.247,-257.725,55.693,0.395996,1.44532,-1.03353,0.423469,-1.40872,0.984814,0.143627,0.097532,89.2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.368808,0.141328,-0.935572,176.412,-214.354,57.279,0.28125,1.43967,-0.848247,0.339474,-1.44331,0.980873,0.159694,0.111293,95.2905,-37.8508833,144.9884912,364.386,0.4735,0.221423,-0.269191,0,12,0,0.86,0
0.357192,0.110352,-0.824736,149.328,-177.754,49.166,0.184082,1.4341,-0.73644,0.304785,-1.42979,0.977316,0.173754,0.121094,91.5026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.378004,0.060984,-0.7381,135.054,-146.949,38.857,0.139648,1.42862,-0.649605,0.256136,-1.45145,0.97437,0.185041,0.12792,88.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.431728,0.010648,-0.682924,122.671,-125.111,27.45,0.111328,1.42329,-0.590665,0.214717,-1.50784,0.972057,0.194022,0.132136,85.1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.453508,0.001936,-0.676632,110.776,-104.493,15.006,0.0625,1.41815,-0.579953,0.215717,-1.52974,0.970573,0.200772,0.132963,81.6042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.5203,0.00484,-0.705672,103.517,-81.801,4.392,0.0527344,1.41322,-0.596502,0.241508,-1.59546,0.969966,0.205551,0.130056,78.2657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.601128,0.018392,-0.727936,97.661,-63.989,-3.416,0.0668945,1.40854,-0.604471,0.27885,-1.66966,0.969867,0.20953,0.124321,75.1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.676148,0.030976,-0.698896,96.99,-50.386,-3.782,0.0722656,1.40415,-0.565342,0.304126,-1.73109,0.969913,0.213398,0.117174,72.7418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.736648,0.044044,-0.68244,98.332,-42.578,2.806,0.0668945,1.40007,-0.541047,0.332964,-1.77892,0.969569,0.219245,0.108942,70.4512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.79376,0.044528,-0.615164,105.53,-41.785,14.762,0.0737305,1.39629,-0.469652,0.340286,-1.82103,0.968682,0.226763,0.101161,79.4918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.848452,0.018392,-0.574508,111.874,-43.737,21.716,0.0712891,1.39275,-0.428123,0.330463,-1.8705,0.967037,0.236401,0.0946298,87.6916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.901692,0.03146,-0.533852,115.595,-45.262,24.461,0.0683594,1.38937,-0.377001,0.359566,-1.90974,0.964762,0.247553,0.0891738,94.8482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.947188,0.053724,-0.482064,114.314,-33.184,21.594,0.0693359,1.38608,-0.31515,0.393113,-1.93733,0.96244,0.258759,0.0821806,89.6855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.03044,0.083248,-0.458832,106.933,-12.017,16.47,0.078125,1.38287,-0.276719,0.449371,-2.00037,0.960432,0.269009,0.0721513,84.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.12869,0.09196,-0.4719,92.476,16.348,4.819,0.0849609,1.37972,-0.282749,0.499667,-2.08419,0.959136,0.277056,0.0574347,79.5529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.21194,0.0968,-0.486904,75.213,49.654,-7.198,0.0839844,1.37656,-0.301051,0.544445,-2.15247,0.958208,0.283504,0.0382501,74.9735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.22307,0.121,-0.460284,61.61,82.228,-14.457,0.0493164,1.37331,-0.289449,0.578051,-2.14214,0.957156,0.289233,0.0140487,70.2752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.16692,0.139876,-0.42592,55.571,115.9,-15.677,0.0302734,1.36995,-0.282008,0.586131,-2.06752,0.955591,0.294312,-0.0150528,70.6539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.12772,0.141812,-0.471416,53.985,155.672,-9.272,0.0288086,1.36647,-0.356254,0.611713,-2.00647,0.952065,0.301472,-0.0518394,70.1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.1253,0.155364,-0.63646,53.192,189.954,-5.795,0.0947266,1.36286,-0.540387,0.704083,-1.95277,0.945202,0.311373,-0.0981845,68.7887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.01108,0.214412,-0.81554,53.802,226.188,-4.697,0.157715,1.35912,-0.721779,0.804286,-1.752,0.935385,0.318411,-0.153849,65.7017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.795212,0.263296,-0.972356,61.122,263.764,-15.555,0.211914,1.35522,-0.863647,0.843531,-1.43558,0.921189,0.322213,-0.218152,61.1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.401236,0.284592,-1.12917,51.911,293.227,-60.207,0.317871,1.35115,-0.966245,0.7621,-0.949139,0.90443,0.315816,-0.286823,55.3873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.340736,0.47674,-1.51831,2.074,300.73,-127.795,0.602539,1.34694,-1.07313,0.725435,-0.0147159,0.884858,0.300468,-0.356012,48.6977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.46023,0.95832,-1.9389,-102.724,268.644,-194.834,0.960449,1.34261,-0.877831,0.767643,1.33455,0.866123,0.283569,-0.411606,42.0566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-3.08647,1.67125,-2.37547,-204.228,303.231,-263.276,1.4165,1.33819,-0.307126,0.771962,3.15596,0.845651,0.273621,-0.458264,37.9413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-4.03027,1.80822,-2.7496,-261.751,405.589,-336.171,1.19922,1.3337,0.0301621,0.541537,4.17483,0.821536,0.256285,-0.50931,34.0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-4.38601,1.6064,-3.06469,-322.69,492.453,-382.226,0.78418,1.32917,0.183318,0.239203,4.57845,0.790326,0.236474,-0.565212,30.3629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-4.71561,1.24194,-3.06953,-348.615,530.639,-405.101,0.558105,1.32461,0.561696,-0.273373,4.72811,0.75402,0.216508,-0.620143,33.8453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-4.62559,0.62678,-2.73315,-326.472,538.569,-440.603,0.458984,1.32003,0.899799,-0.815823,4.27104,0.718163,0.187503,-0.670138,36.6097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-4.06947,0.187792,-2.15767,-269.742,489.586,-447.252,0.586914,1.31542,1.09801,-0.94104,3.37724,0.697163,0.152295,-0.70055,39.2624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-3.27571,0.00726,-1.44813,-185.257,384.422,-374.052,0.803711,1.31077,1.21569,-0.802265,2.27199,0.678274,0.122251,-0.724568,36.0645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.37838,-0.241516,-0.924924,-113.826,212.097,-212.036,0.932617,1.30605,0.969694,-0.752674,1.25026,0.670929,0.102432,-0.734412,34.2312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.09766,-0.080344,-0.725516,-76.067,42.151,-36.844,0.604004,1.30125,0.923592,-0.533223,0.948241,0.682328,0.10228,-0.723856,33.7867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.95923,0.057112,-0.593384,-40.138,-67.466,105.347,0.386719,1.29637,0.886429,-0.415414,0.798786,0.701891,0.11655,-0.702684,33.4098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.77483,0.016456,-0.410432,-29.829,-132.736,197.213,0.317383,1.29143,0.793861,-0.479964,0.567852,0.726533,0.140408,-0.672633,33.0174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.63834,-0.023716,-0.26136,-36.112,-162.931,236.497,0.255859,1.28648,0.711846,-0.55478,0.392309,0.750359,0.169556,-0.638915,32.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.48733,-0.063888,-0.182952,-44.591,-154.574,229.36,0.210449,1.28152,0.588047,-0.597756,0.243623,0.770055,0.198088,-0.606445,32.7834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.33439,-0.100672,-0.107932,-53.497,-123.83,196.054,0.189941,1.27655,0.487312,-0.618253,0.0875041,0.785072,0.223055,-0.577848,32.7675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.19548,-0.158268,-0.062436,-62.037,-74.603,141.947,0.17041,1.27156,0.391324,-0.638098,-0.0524684,0.79538,0.240513,-0.556349,41.4588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.09578,-0.173272,-0.010164,-65.392,-24.583,88.267,0.13916,1.26656,0.35782,-0.628267,-0.158515,0.802645,0.251239,-0.540962,52.3835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.992684,-0.182952,0.0363,-64.355,21.655,37.027,0.125,1.26151,0.338824,-0.603692,-0.264497,0.807398,0.255128,-0.531995,48.2584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.915244,-0.212476,0.073568,-61.244,61.305,-7.93,0.106445,1.25642,0.328086,-0.599189,-0.350722,0.810431,0.252068,-0.528832,45.0793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.82522,-0.199408,0.126808,-58.194,94.489,-42.456,0.104004,1.25127,0.351092,-0.554455,-0.446695,0.811252,0.244861,-0.530955,42.6224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.753104,-0.19118,0.173756,-52.033,111.203,-63.562,0.09375,1.24605,0.376449,-0.518299,-0.52718,0.811059,0.234883,-0.535736,41.4901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.68244,-0.203764,0.23474,-44.53,115.839,-74.603,0.0932617,1.24078,0.404711,-0.503603,-0.619291,0.810729,0.223601,-0.541036,40.8113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.615648,-0.230868,0.310728,-38.491,108.763,-75.823,0.0976563,1.23549,0.440142,-0.505843,-0.718447,0.811529,0.211359,-0.544746,40.5531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.553696,-0.254584,0.387684,-32.33,91.561,-66.612,0.0991211,1.23019,0.477901,-0.507751,-0.81161,0.813995,0.199765,-0.545441,40.1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.493196,-0.28556,0.460768,-25.315,68.137,-51.484,0.0986328,1.22485,0.508776,-0.518288,-0.901925,0.81719,0.189809,-0.544218,40.2066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.417208,-0.349932,0.535788,-18.727,39.65,-30.866,0.111328,1.21948,0.523064,-0.556701,-1.00844,0.823012,0.180983,-0.53842,50.1295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.37268,-0.420112,0.60016,-14.64,6.954,-5.917,0.105957,1.21407,0.543511,-0.611535,-1.07873,0.83233,0.173902,-0.526294,61.2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.332992,-0.492228,0.64614,-13.725,-20.679,13.786,0.0981445,1.2086,0.552503,-0.669175,-1.13272,0.842681,0.168392,-0.511404,72.8097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.299596,-0.56386,0.663564,-13.908,-43.31,30.561,0.0869141,1.20303,0.542677,-0.725476,-1.16492,0.853481,0.163766,-0.494723,70.3215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
