Reference time: 04/16/19 06:14:52 UTC,,,,,,,,,,,,,,,,,,,,,,,,,
CentisecTime: 155539529240,,,,,,,,,,,,,,,,,,,,,,,,,
DeviceID: 71, DeviceFamily: S6, OFVersion: 2.1.0.999, FirmwareVersion: 1.01,,,,,,,,,,,,,,,,,,,,,,
Acceleration.forward,Acceleration.side,Acceleration.up,Rotation.roll,Rotation.pitch,Rotation.yaw,RawPlayerLoad,SmoothedPlayerLoad,imuAcceleration.forward,imuAcceleration.side,imuAcceleration.up,imuOrientation.forward,imuOrientation.side,imuOrientation.up,Facing,Latitude,Longitude,Odometer,RawVelocity,SmoothedVelocity,GNSS.LPS.Acceleration,MetabolicPower,GNSS.Fix,GNSS.Strength,GNSS.HDOP,HeartRate
-0.279268,-0.634524,0.661144,-15.067,-59.902,44.408,0.0766602,1.19732,0.523786,-0.782892,-1.17451,0.864858,0.159786,-0.475908,68.8863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.25894,-0.691636,0.616132,-15.311,-73.871,57.706,0.0688477,1.19142,0.471392,-0.822514,-1.16214,0.876434,0.15706,-0.455188,68.3191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.272008,-0.703736,0.533852,-10.004,-82.838,68.137,0.0625,1.18535,0.409918,-0.822531,-1.09819,0.888245,0.154737,-0.432524,69.0207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.304436,-0.71632,0.42834,1.952,-87.352,71.98,0.0844727,1.1791,0.331833,-0.824023,-1.01196,0.898351,0.152067,-0.412118,70.1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.378004,-0.709544,0.334444,19.703,-84.119,69.845,0.0981445,1.17269,0.281666,-0.816962,-0.893088,0.907717,0.147809,-0.392687,72.1397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.462704,-0.725032,0.2904,42.212,-72.59,65.331,0.0922852,1.1661,0.275205,-0.838732,-0.788129,0.91546,0.141058,-0.376877,74.0973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.593868,-0.754072,0.224576,63.623,-58.682,65.392,0.121094,1.15933,0.263254,-0.876216,-0.633011,0.922294,0.131431,-0.363454,76.0602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.88088,-0.773916,0.093896,85.522,-50.02,74.176,0.223145,1.15237,0.242161,-0.920287,-0.308522,0.928694,0.121041,-0.350538,78.3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.49024,-0.741972,-0.263296,93.757,-30.439,99.613,0.478027,1.14523,0.117383,-0.93786,0.395453,0.932276,0.113598,-0.34345,80.5249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.23995,-0.560956,-0.650496,86.803,-16.104,119.682,0.678711,1.13794,0.0238864,-0.832336,1.24986,0.933582,0.111914,-0.340442,82.5466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-3.12422,-0.424468,-0.8712,72.59,-39.162,127.49,0.80127,1.1305,0.0917048,-0.814142,2.16681,0.936638,0.113493,-0.331404,82.4433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-4.09125,-0.45496,-1.02076,36.722,-86.864,114.009,0.887695,1.12291,0.167549,-0.961665,3.12728,0.943501,0.112256,-0.311777,82.7263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-4.80806,-0.558536,-1.36294,-3.721,-137.25,58.011,0.833008,1.11518,-0.0532775,-1.06622,3.91399,0.951891,0.101636,-0.289092,83.3519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-4.98375,-0.598224,-1.78693,5.978,-185.074,-8.235,0.583496,1.10732,-0.488848,-0.962711,4.21756,0.960584,0.0778928,-0.266856,84.5218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-4.71561,-0.388652,-2.25641,54.107,-230.031,-60.756,0.432129,1.09931,-1.03656,-0.581795,4.10553,0.966525,0.0507407,-0.251505,86.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-4.114,-0.203764,-2.51148,122,-285.907,-78.08,0.456543,1.09117,-1.48822,-0.271468,3.581,0.971919,0.0250602,-0.233977,96.1894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-3.5787,-0.095348,-2.43307,174.643,-336.72,-74.664,0.44873,1.0829,-1.63457,-0.100403,3.00675,0.978061,0.00254289,-0.208301,104.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-3.04775,0.07986,-2.26657,203.557,-373.259,-66.49,0.500977,1.07452,-1.69596,0.0984288,2.39802,0.984267,-0.0135203,-0.17617,112.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.51438,0.271524,-2.07152,217.343,-398.391,-53.558,0.547852,1.06606,-1.70449,0.289716,1.77449,0.989775,-0.0222324,-0.140891,110.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.95681,0.395912,-1.86679,218.624,-416.691,-31.964,0.57666,1.05755,-1.67025,0.40268,1.12576,0.994593,-0.0234896,-0.101153,110.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.58462,0.432696,-1.72304,210.694,-423.157,-8.845,0.481445,1.04905,-1.63402,0.431767,0.676503,0.998031,-0.0187606,-0.0598499,108.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.29228,0.45496,-1.60301,201.483,-420.656,9.882,0.393555,1.04058,-1.58343,0.45228,0.317116,0.999791,-0.00920328,-0.0182745,106.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.986876,0.440924,-1.49895,191.418,-413.58,30.012,0.353516,1.03219,-1.51887,0.44332,-0.0451829,0.999736,0.00450266,0.0225381,105.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.768592,0.444312,-1.41231,185.867,-413.092,54.412,0.291016,1.02385,-1.44865,0.460248,-0.312719,0.997697,0.0233795,0.0636749,104.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.63162,0.484968,-1.3944,175.863,-410.469,73.505,0.209961,1.01558,-1.43146,0.522903,-0.494046,0.993506,0.0471198,0.103568,104.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.468028,0.48884,-1.30051,172.203,-399.855,77.104,0.196289,1.00735,-1.32198,0.551626,-0.687876,0.987127,0.0725773,0.142527,104.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.311212,0.436084,-1.21581,177.327,-381.982,74.664,0.187012,0.999149,-1.2131,0.526052,-0.870136,0.979023,0.0976622,0.178818,111.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.188276,0.378004,-1.10642,173.545,-360.083,66.978,0.177246,0.990994,-1.07837,0.489458,-1.00704,0.969521,0.121399,0.21282,117.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.088088,0.347512,-1.04012,164.029,-335.195,59.109,0.148926,0.98292,-0.981788,0.482021,-1.1188,0.959057,0.144346,0.24367,114.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.02178,0.309276,-0.954932,154.147,-304.573,44.835,0.128418,0.97498,-0.874192,0.456719,-1.18766,0.948417,0.164049,0.271282,112.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.024684,0.269104,-0.877492,142.801,-272.914,30.622,0.111816,0.967208,-0.780293,0.424908,-1.23155,0.938636,0.181674,0.293186,110.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.06534,0.233772,-0.807796,128.954,-239.181,16.287,0.0981445,0.959605,-0.696445,0.393936,-1.26689,0.929832,0.195495,0.311761,107.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.113256,0.209572,-0.7502,114.924,-204.167,2.257,0.0874023,0.952121,-0.62095,0.374435,-1.30621,0.922129,0.20706,0.326809,105.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.160688,0.1815,-0.673244,101.443,-167.201,-12.017,0.0908203,0.94469,-0.530266,0.343785,-1.33563,0.916264,0.215203,0.337858,103.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.201344,0.148104,-0.599192,91.317,-138.348,-23.363,0.090332,0.937264,-0.446835,0.305337,-1.35863,0.911473,0.221102,0.346888,100.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.241516,0.125356,-0.55902,83.509,-116.998,-32.391,0.0737305,0.929807,-0.39417,0.282961,-1.38873,0.907907,0.225097,0.353605,96.7257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.284108,0.134068,-0.548372,78.019,-98.21,-37.576,0.0532227,0.922299,-0.363639,0.297474,-1.4227,0.90553,0.228436,0.357535,103.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.322828,0.1573,-0.550308,76.677,-77.226,-39.162,0.0429688,0.914729,-0.345225,0.328544,-1.45241,0.904577,0.231873,0.357737,108.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.365904,0.171336,-0.546436,78.934,-59.719,-35.807,0.0439453,0.907104,-0.320383,0.35175,-1.48524,0.903154,0.237425,0.357691,113.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.403172,0.20086,-0.5324,83.021,-43.188,-29.158,0.0454102,0.899443,-0.288152,0.387708,-1.50298,0.903279,0.244134,0.352826,108.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.41382,0.21296,-0.494648,87.23,-27.389,-19.032,0.0380859,0.891783,-0.247292,0.398423,-1.49131,0.903074,0.253342,0.346806,102.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.405592,0.246356,-0.470448,90.829,-14.579,-8.784,0.0351563,0.884169,-0.221869,0.430358,-1.46053,0.902666,0.264705,0.3393,97.6899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.397848,0.261844,-0.46464,93.757,-3.782,-0.122,0.0239258,0.876625,-0.215743,0.450445,-1.43965,0.902362,0.277362,0.329868,92.3569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.414788,0.30734,-0.475288,94.916,4.209,5.612,0.034668,0.869145,-0.208676,0.508432,-1.4363,0.902032,0.290941,0.318891,86.9246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.450604,0.366388,-0.477224,97.661,12.688,8.052,0.0517578,0.861709,-0.181993,0.581622,-1.44002,0.901112,0.306593,0.306589,81.9457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.487388,0.414304,-0.48642,103.212,26.474,6.832,0.0561523,0.854297,-0.16263,0.648407,-1.446,0.900087,0.324165,0.291136,76.8548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.545468,0.442376,-0.518364,110.41,51.789,0.732,0.0610352,0.846892,-0.161663,0.710873,-1.48006,0.899972,0.341719,0.270702,71.4248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.635008,0.427856,-0.495132,117.73,91.988,-9.516,0.0683594,0.839496,-0.114786,0.725683,-1.54005,0.901219,0.357975,0.244248,73.7833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.695024,0.38236,-0.491744,117.73,141.398,-23.241,0.0664063,0.83213,-0.114006,0.713635,-1.59059,0.904718,0.370457,0.210348,74.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.71148,0.30008,-0.54208,111.569,204.594,-38.064,0.0693359,0.824824,-0.200693,0.678433,-1.62414,0.911064,0.377893,0.164803,73.7138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.671792,0.2299,-0.70906,91.5,269.742,-55.388,0.117188,0.817598,-0.418648,0.682889,-1.60442,0.918273,0.381468,0.106097,63.6682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.422532,0.35332,-1.02221,55.632,339.648,-60.695,0.253418,0.810462,-0.749038,0.839692,-1.2866,0.923124,0.383231,0.031255,51.4407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.11374,0.524172,-1.30632,34.038,406.382,-46.787,0.44043,0.80342,-1.01782,0.900885,-0.617112,0.921475,0.383961,-0.0588056,38.7469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.853776,0.786984,-1.61995,23.424,471.896,-32.513,0.650879,0.796469,-1.1563,0.914908,0.341049,0.908856,0.384311,-0.162131,25.8432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.52315,0.976228,-1.78935,5.978,487.512,-5.551,0.680664,0.789606,-1.03665,0.764004,1.19464,0.884222,0.385722,-0.263382,14.5533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.27528,1.26905,-1.82371,-8.357,465.308,2.44,0.739746,0.782827,-0.639299,0.528735,2.07003,0.853509,0.386229,-0.349786,16.7766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.89238,1.45103,-1.64996,-18.3,447.618,-3.477,0.684082,0.776128,-0.104918,0.129228,2.6285,0.821206,0.389413,-0.417107,16.8274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-3.1673,1.42006,-1.39924,-13.542,424.194,-23.241,0.481934,0.769509,0.311609,-0.277381,2.71916,0.79257,0.386713,-0.471473,14.6571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-3.17068,1.14611,-1.23372,1.952,371.246,-61.915,0.286133,0.762972,0.430656,-0.606206,2.51225,0.772964,0.376104,-0.510953,6.16282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-3.0037,1.0043,-1.04447,13.847,306.586,-92.903,0.213867,0.756518,0.576582,-0.694579,2.21043,0.760419,0.360826,-0.53997,0.0724759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.74138,0.873136,-0.943316,30.805,245.708,-111.325,0.228516,0.750148,0.619622,-0.642605,1.89318,0.753458,0.339794,-0.562886,-0.202369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.41516,0.787468,-0.874588,50.935,199.47,-118.035,0.275879,0.743867,0.612237,-0.498941,1.56792,0.74907,0.318297,-0.581017,0.126632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.07152,0.733744,-0.743424,71.004,165.737,-114.436,0.32373,0.737691,0.629542,-0.342502,1.2065,0.74601,0.29725,-0.595912,1.00297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.81742,0.68002,-0.557084,80.459,146.217,-103.822,0.319336,0.731643,0.692733,-0.261538,0.878165,0.74247,0.278501,-0.609242,4.99284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.61801,0.633556,-0.376552,75.701,133.895,-86.376,0.291504,0.725744,0.749465,-0.206664,0.598982,0.741571,0.263184,-0.617095,9.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.46362,0.594352,-0.226996,60.512,122,-64.721,0.252441,0.720018,0.789237,-0.176606,0.375816,0.740574,0.253435,-0.622352,21.2417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.41231,0.58322,-0.14036,38.735,115.839,-45.628,0.169434,0.714482,0.833248,-0.172421,0.276887,0.739191,0.248741,-0.62588,40.9441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.37988,0.553696,-0.0726,13.542,115.839,-30.622,0.120605,0.709138,0.856164,-0.199354,0.201321,0.737866,0.248497,-0.627537,67.6919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.35956,0.519816,-0.039688,-9.882,118.34,-18.849,0.0810547,0.703962,0.852603,-0.236948,0.156331,0.735918,0.251752,-0.628527,70.5826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.3552,0.456896,0.01452,-31.781,119.377,-10.431,0.0776367,0.698912,0.853412,-0.31688,0.10309,0.734005,0.257155,-0.628576,72.7116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.35956,0.385748,0.051304,-47.702,118.767,-6.466,0.0761719,0.693937,0.837292,-0.404612,0.0653903,0.73254,0.263546,-0.627638,74.3656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.34697,0.313148,0.084216,-60.146,118.035,-3.233,0.0776367,0.688985,0.806853,-0.483556,0.0171777,0.7314,0.270546,-0.625987,76.3889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.31648,0.243452,0.091476,-66.246,110.959,-1.525,0.0742188,0.684023,0.750924,-0.538341,-0.0268302,0.731389,0.276576,-0.623358,78.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.2947,0.18876,0.09922,-65.148,102.236,-0.915,0.0654297,0.679042,0.707339,-0.58155,-0.0602151,0.732302,0.281762,-0.619955,82.9759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.26808,0.134552,0.0968,-59.414,95.587,-0.244,0.0620117,0.674044,0.656629,-0.614094,-0.0904791,0.73399,0.285497,-0.616238,87.1454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.22065,0.0968,0.119064,-45.567,87.291,2.623,0.0610352,0.669031,0.628659,-0.626027,-0.147707,0.735307,0.287405,-0.613776,90.7597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.18677,-0.008712,0.165044,-29.341,73.566,7.198,0.090332,0.664003,0.590991,-0.698096,-0.225967,0.739098,0.286609,-0.609582,113.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.15579,-0.082764,0.200376,-18.361,59.17,14.945,0.0888672,0.658945,0.566508,-0.74257,-0.285497,0.743487,0.284827,-0.605063,125.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.13353,-0.12342,0.214412,-8.418,41.48,23.912,0.0668945,0.653831,0.548641,-0.758292,-0.314379,0.748987,0.282677,-0.59926,132.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.13934,-0.142296,0.194568,4.148,21.167,33.367,0.0380859,0.648625,0.529091,-0.758869,-0.29263,0.756702,0.279642,-0.590933,129.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.12724,-0.151492,0.1694,17.568,3.111,40.504,0.0273438,0.6433,0.503433,-0.738998,-0.276989,0.76578,0.275899,-0.580914,128.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.10304,-0.149072,0.151008,32.269,-17.202,47.824,0.0253906,0.637841,0.482017,-0.704811,-0.270195,0.776263,0.272167,-0.568631,125.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.08513,-0.136004,0.11374,46.116,-39.04,55.937,0.0322266,0.632246,0.451884,-0.66024,-0.245798,0.786914,0.268396,-0.555634,124.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.0193,-0.14278,0.0605,58.194,-62.281,62.342,0.059082,0.626533,0.378048,-0.605425,-0.255979,0.799037,0.26455,-0.539957,122.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.0498,-0.084216,-0.006776,65.392,-82.655,69.784,0.0625,0.620719,0.354475,-0.538585,-0.167243,0.810929,0.262386,-0.523018,121.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.05851,-0.045496,-0.05082,74.664,-94.977,74.054,0.0595703,0.614831,0.32788,-0.484629,-0.115285,0.822764,0.260607,-0.505118,120.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.09916,-0.006292,-0.083732,81.984,-99.552,74.847,0.0585938,0.608891,0.31883,-0.446944,-0.0440707,0.834075,0.259195,-0.486967,120.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.1466,-0.022264,-0.104544,87.169,-97.417,70.577,0.046875,0.602921,0.298453,-0.461948,0.0117496,0.84455,0.25697,-0.46979,125.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.19838,-0.022748,-0.147136,83.814,-89.609,68.808,0.0571289,0.596931,0.267209,-0.459263,0.0844204,0.854009,0.25436,-0.453839,129.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.28986,-0.00484,-0.2178,79.117,-80.581,69.906,0.0883789,0.590919,0.230288,-0.449974,0.20652,0.862168,0.252462,-0.439237,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.42151,0.02904,-0.34606,74.603,-71.065,78.019,0.140137,0.584887,0.159839,-0.430208,0.389482,0.86836,0.252185,-0.427029,129.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.60398,0.078408,-0.480128,73.505,-65.697,92.354,0.187988,0.578834,0.100627,-0.41786,0.620086,0.873052,0.254175,-0.416144,129.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.83533,0.110352,-0.57838,72.834,-67.466,107.848,0.220215,0.572764,0.0744409,-0.452284,0.872172,0.876547,0.258239,-0.406174,130.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.13686,0.100188,-0.647592,66.246,-81.557,127.063,0.263672,0.566688,0.0624688,-0.557873,1.16344,0.881051,0.263619,-0.392753,131.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.51438,0.110836,-0.740036,51.85,-112.667,139.019,0.329102,0.560619,0.0272435,-0.664878,1.53757,0.887745,0.270943,-0.372154,132.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.82317,0.129228,-0.865876,40.565,-150.731,131.15,0.331055,0.554569,-0.0731863,-0.716091,1.86681,0.896126,0.275461,-0.347964,135.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-3.01919,0.13794,-1.03189,36.051,-191.601,104.31,0.286621,0.548545,-0.256725,-0.701527,2.10504,0.906612,0.275504,-0.319613,138.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-3.07388,0.14762,-1.22113,42.761,-232.349,56.303,0.221191,0.542551,-0.493698,-0.605439,2.21736,0.918988,0.268218,-0.289,139.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.95724,0.129712,-1.37311,58.56,-252.967,13.908,0.158203,0.53659,-0.723087,-0.481684,2.14526,0.930958,0.254765,-0.261556,139.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.7438,0.141812,-1.47523,79.239,-266.082,-23.607,0.168457,0.530663,-0.89713,-0.3211,1.96933,0.942188,0.236182,-0.237699,140.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.4442,0.156332,-1.50427,99.308,-273.89,-44.164,0.223145,0.524779,-1.01153,-0.168294,1.68512,0.952483,0.215821,-0.214936,139.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-2.13347,0.189728,-1.45539,118.096,-286.151,-50.813,0.26416,0.518949,-1.0492,-0.0342893,1.36725,0.961158,0.198582,-0.191677,139.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.87018,0.212476,-1.38666,129.442,-302.499,-43.798,0.265625,0.513188,-1.06411,0.0596765,1.08078,0.968932,0.183673,-0.165633,138.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.66157,0.225544,-1.29567,133.346,-320.738,-29.951,0.242676,0.507516,-1.05023,0.116795,0.836797,0.9753,0.173492,-0.136713,138.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.48443,0.228448,-1.21823,129.564,-336.842,-12.139,0.21582,0.501953,-1.044,0.152952,0.620637,0.980241,0.168028,-0.104377,139.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.32906,0.241516,-1.16741,121.512,-347.944,4.331,0.1875,0.496518,-1.0521,0.194495,0.429283,0.983466,0.166962,-0.0701293,144.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.19016,0.236676,-1.12578,113.948,-355.935,18.849,0.165039,0.491228,-1.06206,0.214626,0.251338,0.984915,0.169534,-0.0346518,148.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-1.07109,0.225544,-1.07158,107.909,-359.778,30.5,0.146484,0.486095,-1.05079,0.221938,0.092227,0.984583,0.17491,0.00168169,151.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.952028,0.182952,-1.02608,102.724,-359.29,36.783,0.138184,0.481126,-1.04324,0.199804,-0.0702733,0.982647,0.181549,0.0380049,151.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.853776,0.15488,-0.973808,97.905,-354.532,37.942,0.125488,0.476327,-1.01833,0.186609,-0.206646,0.979231,0.188815,0.0738682,151.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.77198,0.130196,-0.916696,94.611,-346.785,34.282,0.112305,0.471705,-0.98184,0.172393,-0.322131,0.974532,0.195953,0.109046,151.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.699864,0.102608,-0.852324,90.036,-336.415,27.694,0.10498,0.467262,-0.933425,0.151352,-0.423281,0.968818,0.202191,0.143218,152.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.620972,0.08954,-0.774884,84.729,-323.239,20.252,0.10791,0.462994,-0.862522,0.141662,-0.520359,0.962224,0.207631,0.176109,152.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.556116,0.07502,-0.69696,79.971,-312.137,13.054,0.103516,0.458886,-0.789477,0.126848,-0.5984,0.954772,0.212048,0.208437,153.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.499972,0.044528,-0.629684,74.481,-300.242,7.869,0.097168,0.454926,-0.727337,0.096237,-0.668072,0.946663,0.215297,0.239744,154.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.449152,0.009196,-0.57354,66.185,-285.053,3.05,0.0893555,0.451095,-0.67449,0.0614298,-0.73156,0.937988,0.217428,0.270006,154.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.417208,-0.017424,-0.524172,57.95,-267.729,-1.708,0.0756836,0.447375,-0.629373,0.0324467,-0.772055,0.929365,0.218453,0.297588,157.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.39688,-0.055176,-0.481096,51.179,-248.27,-7.32,0.0664063,0.443745,-0.594095,-0.00858148,-0.802544,0.920666,0.217519,0.324128,160.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.374132,-0.093896,-0.426888,44.713,-226.31,-11.956,0.0683594,0.440199,-0.546219,-0.0533079,-0.827292,0.912519,0.215226,0.347832,162.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.352836,-0.138908,-0.36058,39.65,-204.106,-13.969,0.0751953,0.436733,-0.487634,-0.107311,-0.843462,0.904722,0.212067,0.369468,162.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.347512,-0.19844,-0.314116,35.563,-188.063,-13.359,0.0742188,0.43335,-0.45468,-0.17354,-0.851804,0.897265,0.208475,0.38917,162.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.351384,-0.223608,-0.274912,33.184,-176.656,-10.065,0.0585938,0.430051,-0.427455,-0.206105,-0.845564,0.889452,0.204648,0.408649,162.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.356224,-0.224092,-0.215864,35.929,-169.275,-3.416,0.0551758,0.426841,-0.380631,-0.218502,-0.823687,0.881089,0.201776,0.427748,162.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.368324,-0.2904,-0.233288,42.7,-168.055,4.27,0.0463867,0.423721,-0.41273,-0.280248,-0.84021,0.873022,0.199581,0.444972,162.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
